nodo_id_1,nodo_name_1,nodo_type_1,nodo_id_2,nodo_name_2,nodo_type_2,distanza
*/1175  [468],Genova Sampierdarena,CASELLO,66,LA LANTERNA EST,DISTRIBUTORE,0.4
66,LA LANTERNA EST,DISTRIBUTORE,1/214  [466],Genova ovest,CASELLO,0.4
1/214  [466],Genova ovest,CASELLO,1/974  [465],Bivio A7/A10 Genova-Ventimiglia,ALLACCIAMENTO,1.1
1/974  [465],Bivio A7/A10 Genova-Ventimiglia,ALLACCIAMENTO,1/989  [479],Bivio A7/A12 Genova-Livorno,ALLACCIAMENTO,3.0
1/989  [479],Bivio A7/A12 Genova-Livorno,ALLACCIAMENTO,1/213  [555],Genova Bolzaneto,CASELLO,2.9
1/213  [555],Genova Bolzaneto,CASELLO,47,CAMPORA EST,DISTRIBUTORE,9.2
47,CAMPORA EST,DISTRIBUTORE,1/212  [553],Busalla,CASELLO,5.1
1/212  [553],Busalla,CASELLO,1/211  [552],Ronco Scrivia,CASELLO,5.0
1/211  [552],Ronco Scrivia,CASELLO,71,GIOVI EST,DISTRIBUTORE,0.4
71,GIOVI EST,DISTRIBUTORE,1/210  [550],Isola del Cantone,CASELLO,5.4
1/210  [550],Isola del Cantone,CASELLO,1/209  [548],Vignole Borbera,CASELLO,12.1
1/209  [548],Vignole Borbera,CASELLO,1/208  [547],Serravalle Scrivia,CASELLO,4.1
1/208  [547],Serravalle Scrivia,CASELLO,59,BETTOLE NOVI LIGURE EST,DISTRIBUTORE,4.2
59,BETTOLE NOVI LIGURE EST,DISTRIBUTORE,1/991  [546],Bivio A7/Diramazione A26 Trafori,ALLACCIAMENTO,8.3
1/991  [546],Bivio A7/Diramazione A26 Trafori,ALLACCIAMENTO,1/207  [753],Tortona,CASELLO,8.5
1/207  [753],Tortona,CASELLO,1/961  [72052],ALL. A7/A21,ALLACCIAMENTO,0.7
1/961  [72052],ALL. A7/A21,ALLACCIAMENTO,10508,CASTELNUOVO EST,DISTRIBUTORE,2.2
10508,CASTELNUOVO EST,DISTRIBUTORE,1/206  [751],Castelnuovo Scrivia,CASELLO,6.6
1/206  [751],Castelnuovo Scrivia,CASELLO,1/205  [2572],Casei Gerola,CASELLO,4.0
1/205  [2572],Casei Gerola,CASELLO,64,DORNO EST,DISTRIBUTORE,16.4
64,DORNO EST,DISTRIBUTORE,1/204  [748],Gropello Cairoli,CASELLO,3.0
1/204  [748],Gropello Cairoli,CASELLO,1/203  [747],Bereguardo,ALLACCIAMENTO,9.1
1/203  [747],Bereguardo,ALLACCIAMENTO,1/202  [746],Binasco,CASELLO,11.0
1/202  [746],Binasco,CASELLO,1/201  [745],Milano ovest,CASELLO,6.4
1/201  [745],Milano ovest,CASELLO,*/1149  [802],Nodo A7/Tangenziale ovest MI,ALLACCIAMENTO,0.6
*/1149  [802],Nodo A7/Tangenziale ovest MI,ALLACCIAMENTO,*/1086  [764],Assago,CASELLO,1.5
*/1086  [764],Assago,CASELLO,*/1671  [2413],Cantalupa,CASELLO,1.4
*/1671  [2413],Cantalupa,CASELLO,*/1169  [828],Inizio A7 Milano-Genova,ALLACCIAMENTO,0.6
1/996  [2113],Bivio A6/A10 Savona,ALLACCIAMENTO,1/362  [1015],Altare,CASELLO,14.08
1/362  [1015],Altare,CASELLO,22,CARCARE EST,DISTRIBUTORE,2.0
22,CARCARE EST,DISTRIBUTORE,1/361  [1012],Millesimo,CASELLO,10.5
1/361  [1012],Millesimo,CASELLO,20,PRIERO EST,DISTRIBUTORE,12.8
20,PRIERO EST,DISTRIBUTORE,1/359  [1009],Ceva,CASELLO,3.3
1/359  [1009],Ceva,CASELLO,1/358  [1008],Niella Tanaro,CASELLO,10.4
1/358  [1008],Niella Tanaro,CASELLO,1/356  [1006],Mondovi',CASELLO,7.9
1/356  [1006],Mondovi',CASELLO,32,MONDOVI EST,DISTRIBUTORE,1.1
32,MONDOVI EST,DISTRIBUTORE,1/355  [915],Carru',CASELLO,3.8
1/355  [915],Carru',CASELLO,1/1690  [2440],Bivio A6/A33 Asti-Cuneo,ALLACCIAMENTO,2.6
1/1690  [2440],Bivio A6/A33 Asti-Cuneo,ALLACCIAMENTO,1/354  [914],Fossano,ALLACCIAMENTO,5.9
1/354  [914],Fossano,ALLACCIAMENTO,35,RIO GHIDONE EST,DISTRIBUTORE,1.5
35,RIO GHIDONE EST,DISTRIBUTORE,1/353  [912],Marene,ALLACCIAMENTO,13.2
1/353  [912],Marene,ALLACCIAMENTO,37,RIO COLORE EST,DISTRIBUTORE,4.8
37,RIO COLORE EST,DISTRIBUTORE,1/352  [911],Carmagnola,CASELLO,16.7
1/352  [911],Carmagnola,CASELLO,1/351  [910],Torino,CASELLO,0.1
1/351  [910],Torino,CASELLO,10009,RIO DEI COCCHI EST,DISTRIBUTORE,2.2
10009,RIO DEI COCCHI EST,DISTRIBUTORE,*/1229  [4029],ALL. DIRAMAZIONE MONCALIERI,ALLACCIAMENTO,10.8
*/1734  [2469],Raccordo A5/SS26 dir,ALLACCIAMENTO,37/470  [2131],Courmayeur sud,CASELLO,5.4
37/470  [2131],Courmayeur sud,CASELLO,37/428  [1854],Morgex,CASELLO,7.2
37/428  [1854],Morgex,CASELLO,36/415  [1853],Aosta ovest,CASELLO,18.0
36/415  [1853],Aosta ovest,CASELLO,37/427  [2122],Aosta ovest Svincolo,CASELLO,0.1
37/427  [2122],Aosta ovest Svincolo,CASELLO,*/5011  [1852],Cambio Competenza A5 Sav/ Rav,CASELLO,1.8
*/5011  [1852],Cambio Competenza A5 Sav/ Rav,CASELLO,*/1421  [2145],Autoporto,ALLACCIAMENTO,8.9
*/1421  [2145],Autoporto,ALLACCIAMENTO,*/1419  [2143],Area Merci Traforo Monte Bianco,ALLACCIAMENTO,0.6
*/1419  [2143],Area Merci Traforo Monte Bianco,ALLACCIAMENTO,34/469  [2193],Aosta est,CASELLO,0.3
34/469  [2193],Aosta est,CASELLO,1/414  [5],Aosta,CASELLO,0.9
1/414  [5],Aosta,CASELLO,1/1440  [2164],Bivio A5/Racc. AO-Gran San Bernardo,ALLACCIAMENTO,1.2
1/1440  [2164],Bivio A5/Racc. AO-Gran San Bernardo,ALLACCIAMENTO,1/412  [939],Nus,CASELLO,6.3
1/412  [939],Nus,CASELLO,18,CHATILLON-SAINT VINCENT SUD,DISTRIBUTORE,11.4
18,CHATILLON-SAINT VINCENT SUD,DISTRIBUTORE,1/411  [937],Chatillon-Saint Vincent,CASELLO,0.0
1/411  [937],Chatillon-Saint Vincent,CASELLO,1/410  [936],Verres,CASELLO,11.2
1/410  [936],Verres,CASELLO,1/409  [935],Pont Saint Martin,CASELLO,12.5
1/409  [935],Pont Saint Martin,CASELLO,1/408  [72001],QUINCINETTO,CASELLO,4.2
1/408  [72001],QUINCINETTO,CASELLO,1/407  [72006],IVREA,CASELLO,14.1
1/407  [72006],IVREA,CASELLO,1/969  [72002],ALL. A4/A5,ALLACCIAMENTO,2.1
1/969  [72002],ALL. A4/A5,ALLACCIAMENTO,10512,SCARMAGNO OVEST,DISTRIBUTORE,1.7
10512,SCARMAGNO OVEST,DISTRIBUTORE,1/404  [72004],SCARMAGNO,CASELLO,2.5
1/404  [72004],SCARMAGNO,CASELLO,1/403  [72005],SAN GIORGIO,CASELLO,8.1
1/403  [72005],SAN GIORGIO,CASELLO,1/402  [72003],VOLPIANO,CASELLO,14.1
1/402  [72003],VOLPIANO,CASELLO,1/400  [72000],SETTIMO NORD,CASELLO,6.8
1/400  [72000],SETTIMO NORD,CASELLO,1/401  [72008],TORINO NORD,CASELLO,0.3
1/401  [72008],TORINO NORD,CASELLO,9/419  [72011],BARRIERA DI SETTIMO TORINESE,CASELLO,0.0
9/419  [72011],BARRIERA DI SETTIMO TORINESE,CASELLO,*/1154  [4026],ALL. TANG. NORD TO / A05 TO-AO,ALLACCIAMENTO,0.2
*/1154  [4026],ALL. TANG. NORD TO / A05 TO-AO,ALLACCIAMENTO,*/1143  [4025],ALLAC. A05/TANGENZIALE TORINO,ALLACCIAMENTO,1.5
*/1182  [1920],Conf.Comp.A4 TO-TS/Racc.TS-Sistiana,ALLACCIAMENTO,*/1017  [1919],Duino,CASELLO,2.61
*/1017  [1919],Duino,CASELLO,*/1027  [1918],Monfalcone,CASELLO,4.06
*/1027  [1918],Monfalcone,CASELLO,1/501  [70757],Trieste Lisert,CASELLO,0.25
1/501  [70757],Trieste Lisert,CASELLO,3798,DUINO NORD,DISTRIBUTORE,2.11
3798,DUINO NORD,DISTRIBUTORE,1/502  [70758],Redipuglia,CASELLO,6.73
1/502  [70758],Redipuglia,CASELLO,1/1017  [70771],ALL A4/A34,ALLACCIAMENTO,5.0
1/1017  [70771],ALL A4/A34,ALLACCIAMENTO,1/504  [70759],Palmanova,CASELLO,10.21
1/504  [70759],Palmanova,CASELLO,1/942  [70768],Bivio A4/A23 Palmanova-Tarvisio,ALLACCIAMENTO,1.66
1/942  [70768],Bivio A4/A23 Palmanova-Tarvisio,ALLACCIAMENTO,1/506  [70761],San Giorgio di Nogaro,CASELLO,6.84
1/506  [70761],San Giorgio di Nogaro,CASELLO,3805,GONARS NORD,DISTRIBUTORE,1.46
3805,GONARS NORD,DISTRIBUTORE,1/507  [70762],Latisana,ALLACCIAMENTO,14.51
1/507  [70762],Latisana,ALLACCIAMENTO,1/944  [70769],Bivio A4/A28 Portogruaro-Pordenone,ALLACCIAMENTO,15.06
1/944  [70769],Bivio A4/A28 Portogruaro-Pordenone,ALLACCIAMENTO,1/509  [70764],San Stino di Livenza,CASELLO,12.81
1/509  [70764],San Stino di Livenza,CASELLO,1/510  [70765],Cessalto,CASELLO,6.64
1/510  [70765],Cessalto,CASELLO,3786,CALSTORTA NORD,DISTRIBUTORE,6.87
3786,CALSTORTA NORD,DISTRIBUTORE,1/511  [70766],San Dona' di Piave,ALLACCIAMENTO,0.83
1/511  [70766],San Dona' di Piave,ALLACCIAMENTO,1/513  [70767],Meolo Roncade,CASELLO,8.51
1/513  [70767],Meolo Roncade,CASELLO,1/1012  [70770],Bivio A4/A57 est Tang. di Mestre,ALLACCIAMENTO,9.18
1/1012  [70770],Bivio A4/A57 est Tang. di Mestre,ALLACCIAMENTO,1/1011  [2621],Nodo A4/A27 Venezia-Belluno,ALLACCIAMENTO,4.58
1/1011  [2621],Nodo A4/A27 Venezia-Belluno,ALLACCIAMENTO,1/596  [2600],Preganziol,CASELLO,2.28
1/596  [2600],Preganziol,CASELLO,1/597  [70112],MARTELLAGO-SCORZE',CASELLO,10.72
1/597  [70112],MARTELLAGO-SCORZE',CASELLO,1/598  [2624],Spinea,CASELLO,8.99
1/598  [2624],Spinea,CASELLO,1/1010  [2598],Bivio A4/A57 ovest Tang. di Mestre,ALLACCIAMENTO,5.75
1/1010  [2598],Bivio A4/A57 ovest Tang. di Mestre,ALLACCIAMENTO,3783,ARINO OVEST,DISTRIBUTORE,1.15
3783,ARINO OVEST,DISTRIBUTORE,1/953  [453],Bivio A4/A13 Bologna-Padova,ALLACCIAMENTO,9.0
1/953  [453],Bivio A4/A13 Bologna-Padova,ALLACCIAMENTO,1/604  [531],Padova est,CASELLO,0.9
1/604  [531],Padova est,CASELLO,1/605  [839],Padova ovest,ALLACCIAMENTO,6.9
1/605  [839],Padova ovest,ALLACCIAMENTO,3773,LIMENELLA OVEST,DISTRIBUTORE,1.2
3773,LIMENELLA OVEST,DISTRIBUTORE,1/606  [838],Grisignano,CASELLO,11.8
1/606  [838],Grisignano,CASELLO,1/952  [836],Bivio A4/A31 Vicenza-Piovene R.,ALLACCIAMENTO,7.8
1/952  [836],Bivio A4/A31 Vicenza-Piovene R.,ALLACCIAMENTO,1/607  [835],Vicenza est,ALLACCIAMENTO,1.25
1/607  [835],Vicenza est,ALLACCIAMENTO,1/608  [834],Vicenza ovest,ALLACCIAMENTO,7.59
1/608  [834],Vicenza ovest,ALLACCIAMENTO,3761,VILLA MOROSINI OVEST,DISTRIBUTORE,3.66
3761,VILLA MOROSINI OVEST,DISTRIBUTORE,1/5057  [71746],Nodo A4/SPV Pedemontana,ALLACCIAMENTO,4.41
1/5057  [71746],Nodo A4/SPV Pedemontana,ALLACCIAMENTO,1/610  [831],Montebello,CASELLO,7.15
1/610  [831],Montebello,CASELLO,1/611  [927],Soave,ALLACCIAMENTO,9.03
1/611  [927],Soave,ALLACCIAMENTO,10162,SCALIGERA OVEST,DISTRIBUTORE,1.1
10162,SCALIGERA OVEST,DISTRIBUTORE,1/612  [925],Verona est,ALLACCIAMENTO,11.6
1/612  [925],Verona est,ALLACCIAMENTO,1/613  [924],Verona sud,CASELLO,9.9
1/613  [924],Verona sud,CASELLO,1/951  [904],Nodo A4/A22 Brennero-Modena,ALLACCIAMENTO,4.6
1/951  [904],Nodo A4/A22 Brennero-Modena,ALLACCIAMENTO,3753,MONTE BALDO NORD,DISTRIBUTORE,1.6
3753,MONTE BALDO NORD,DISTRIBUTORE,1/614  [920],Sommacampagna,CASELLO,3.2
1/614  [920],Sommacampagna,CASELLO,1/615  [852],Peschiera,CASELLO,11.6
1/615  [852],Peschiera,CASELLO,1/616  [851],Sirmione,CASELLO,7.5
1/616  [851],Sirmione,CASELLO,3758,MONTE ALTO OVEST,DISTRIBUTORE,6.1
3758,MONTE ALTO OVEST,DISTRIBUTORE,1/617  [848],Desenzano,ALLACCIAMENTO,1.3
1/617  [848],Desenzano,ALLACCIAMENTO,1/618  [10],Brescia est,ALLACCIAMENTO,15.7
1/618  [10],Brescia est,ALLACCIAMENTO,3768,SAN GIACOMO OVEST,DISTRIBUTORE,1.1
3768,SAN GIACOMO OVEST,DISTRIBUTORE,1/955  [70216],Bivio A4/A21 Torino-Brescia,ALLACCIAMENTO,6.1
1/955  [70216],Bivio A4/A21 Torino-Brescia,ALLACCIAMENTO,1/950  [149],Cambio Competenza A4 T02 - BS/PD,CASELLO,3.7
1/950  [149],Cambio Competenza A4 T02 - BS/PD,CASELLO,1/641  [202],Brescia ovest,ALLACCIAMENTO,2.5
1/641  [202],Brescia ovest,ALLACCIAMENTO,3747,VALTROMPIA NORD,DISTRIBUTORE,1.5
3747,VALTROMPIA NORD,DISTRIBUTORE,1/378  [70205],Castegnato,ALLACCIAMENTO,2.87
1/378  [70205],Castegnato,ALLACCIAMENTO,1/642  [200],Ospitaletto,CASELLO,4.53
1/642  [200],Ospitaletto,CASELLO,1/643  [198],Rovato,CASELLO,5.0
1/643  [198],Rovato,CASELLO,3727,SEBINO NORD,DISTRIBUTORE,3.8
3727,SEBINO NORD,DISTRIBUTORE,1/644  [197],Palazzolo,CASELLO,4.4
1/644  [197],Palazzolo,CASELLO,1/645  [196],Ponte Oglio,CASELLO,2.2
1/645  [196],Ponte Oglio,CASELLO,1/646  [195],Grumello,CASELLO,3.3
1/646  [195],Grumello,CASELLO,1/647  [194],Seriate,CASELLO,8.6
1/647  [194],Seriate,CASELLO,1/648  [193],Bergamo,CASELLO,6.6
1/648  [193],Bergamo,CASELLO,1/649  [192],Dalmine,CASELLO,4.7
1/649  [192],Dalmine,CASELLO,10156,BREMBO NORD,DISTRIBUTORE,2.0
10156,BREMBO NORD,DISTRIBUTORE,1/650  [190],Capriate,CASELLO,5.1
1/650  [190],Capriate,CASELLO,1/651  [2462],Trezzo,CASELLO,3.5
1/651  [2462],Trezzo,CASELLO,1/652  [188],Cavenago,CASELLO,7.1
1/652  [188],Cavenago,CASELLO,3728,BRIANZA NORD,DISTRIBUTORE,1.6
3728,BRIANZA NORD,DISTRIBUTORE,1/5042  [70120],BIVIO A4/A58,ALLACCIAMENTO,0.8
1/5042  [70120],BIVIO A4/A58,ALLACCIAMENTO,1/653  [186],Agrate,CASELLO,1.8
1/653  [186],Agrate,CASELLO,1/655  [1121],Bivio A4/Raccordo Tang. est MI,ALLACCIAMENTO,1.9
1/655  [1121],Bivio A4/Raccordo Tang. est MI,ALLACCIAMENTO,1/656  [187],Monza,ALLACCIAMENTO,5.0
1/656  [187],Monza,ALLACCIAMENTO,1/654  [279],Milano est,CASELLO,0.7
1/654  [279],Milano est,CASELLO,*/1301  [104],Bivio A4/Tangenziale nord MI,ALLACCIAMENTO,0.1
*/1301  [104],Bivio A4/Tangenziale nord MI,ALLACCIAMENTO,*/1035  [278],Sesto San Giovanni,CASELLO,1.7
*/1035  [278],Sesto San Giovanni,CASELLO,3735,LAMBRO NORD,DISTRIBUTORE,2.8
3735,LAMBRO NORD,DISTRIBUTORE,*/1022  [142],Cormano,CASELLO,3.8
*/1022  [142],Cormano,CASELLO,24933,NOVATE NORD,DISTRIBUTORE,1.3
24933,NOVATE NORD,DISTRIBUTORE,*/1410  [2127],Bivio A4/Raccordo Viale Certosa,ALLACCIAMENTO,2.4
*/1410  [2127],Bivio A4/Raccordo Viale Certosa,ALLACCIAMENTO,*/1146  [148],Nodo A4/A8 Milano-Varese,ALLACCIAMENTO,0.6
*/1146  [148],Nodo A4/A8 Milano-Varese,ALLACCIAMENTO,*/1191  [150],Cambio Competenza A4 TO/MI - T02,CASELLO,0.5
*/1191  [150],Cambio Competenza A4 TO/MI - T02,CASELLO,3723,PERO NORD,DISTRIBUTORE,2.1
3723,PERO NORD,DISTRIBUTORE,*/1045  [794],Nodo di Pero,CASELLO,0.0
*/1045  [794],Nodo di Pero,CASELLO,*/1802  [2566],Pero Piazzale Sud Est,CASELLO,0.1
*/1802  [2566],Pero Piazzale Sud Est,CASELLO,*/1801  [2565],Nodo di Pero,ALLACCIAMENTO,0.8
*/1801  [2565],Nodo di Pero,ALLACCIAMENTO,*/1283  [760],Ghisolfa Svincolo (Tang. ovest MI),ALLACCIAMENTO,1.0
*/1283  [760],Ghisolfa Svincolo (Tang. ovest MI),ALLACCIAMENTO,1/443  [792],Milano Ghisolfa,CASELLO,0.1
1/443  [792],Milano Ghisolfa,CASELLO,1/962  [1123],Bivio A4/Tangenziale ovest MI,ALLACCIAMENTO,0.1
1/962  [1123],Bivio A4/Tangenziale ovest MI,ALLACCIAMENTO,1/442  [791],Rho,CASELLO,2.4
1/442  [791],Rho,CASELLO,1/441  [2670],ARLUNO,CASELLO,7.9
1/441  [2670],ARLUNO,CASELLO,1/440  [2669],Marcallo Mesero,CASELLO,5.1
1/440  [2669],Marcallo Mesero,CASELLO,1/437  [2105],Novara est,ALLACCIAMENTO,14.9
1/437  [2105],Novara est,ALLACCIAMENTO,10504,NOVARA NORD,DISTRIBUTORE,1.8
10504,NOVARA NORD,DISTRIBUTORE,1/436  [875],Novara ovest,CASELLO,5.8
1/436  [875],Novara ovest,CASELLO,1/434  [874],Biandrate,CASELLO,9.3
1/434  [874],Biandrate,CASELLO,1/975  [1027],Nodo A4/A26 Trafori,ALLACCIAMENTO,1.2
1/975  [1027],Nodo A4/A26 Trafori,ALLACCIAMENTO,1/433  [854],Greggio,CASELLO,4.9
1/433  [854],Greggio,CASELLO,10151,VILLARBOIT NORD,DISTRIBUTORE,3.3
10151,VILLARBOIT NORD,DISTRIBUTORE,1/432  [872],Balocco,CASELLO,4.2
1/432  [872],Balocco,CASELLO,1/430  [871],Carisio,CASELLO,5.6
1/430  [871],Carisio,CASELLO,1/429  [870],Santhia',CASELLO,9.2
1/429  [870],Santhia',CASELLO,1/976  [541],Nodo A4/Diramazione A26 Trafori,ALLACCIAMENTO,1.4
1/976  [541],Nodo A4/Diramazione A26 Trafori,ALLACCIAMENTO,1/426  [868],Borgo d'Ale,CASELLO,7.0
1/426  [868],Borgo d'Ale,CASELLO,24676,CIGLIANO NORD,DISTRIBUTORE,4.9
24676,CIGLIANO NORD,DISTRIBUTORE,1/420  [773],Torino Rondissone,CASELLO,7.6
1/420  [773],Torino Rondissone,CASELLO,*/1490  [2217],Rondissone,CASELLO,0.9
*/1490  [2217],Rondissone,CASELLO,*/1041  [12],Chivasso est,ALLACCIAMENTO,3.3
*/1041  [12],Chivasso est,ALLACCIAMENTO,*/1038  [777],Chivasso centro,CASELLO,2.9
*/1038  [777],Chivasso centro,CASELLO,*/1033  [11],Chivasso ovest,CASELLO,3.7
*/1033  [11],Chivasso ovest,CASELLO,*/1026  [776],Brandizzo,CASELLO,1.8
*/1026  [776],Brandizzo,CASELLO,*/1832  [2626],Volpiano sud,CASELLO,2.3
*/1832  [2626],Volpiano sud,CASELLO,*/1015  [774],Torino Settimo,CASELLO,5.3
*/1015  [774],Torino Settimo,CASELLO,*/1706  [3090],SV.SETTIMO T.SE OVEST,CASELLO,1.43
*/1706  [3090],SV.SETTIMO T.SE OVEST,CASELLO,*/1143  [4025],ALLAC. A05/TANGENZIALE TORINO,ALLACCIAMENTO,0.47
*/1143  [4025],ALLAC. A05/TANGENZIALE TORINO,ALLACCIAMENTO,*/1163  [855],Torino Corso Giulio Cesare,CASELLO,2.2
*/1401  [70262],Salerno,ALLACCIAMENTO,*/1402  [70261],Vietri sul Mare,CASELLO,3.12
*/1402  [70261],Vietri sul Mare,CASELLO,6/12  [70250],Cava de' Tirreni,CASELLO,5.78
6/12  [70250],Cava de' Tirreni,CASELLO,3618,ALFATERNA EST,DISTRIBUTORE,2.7
3618,ALFATERNA EST,DISTRIBUTORE,6/11  [70249],Nocera Barriera,CASELLO,3.56
6/11  [70249],Nocera Barriera,CASELLO,6/16  [70252],Nocera Sud,CASELLO,0.0
6/16  [70252],Nocera Sud,CASELLO,6/18  [70254],Angri Sud,CASELLO,4.61
6/18  [70254],Angri Sud,CASELLO,6/10  [70248],Angri,CASELLO,1.89
6/10  [70248],Angri,CASELLO,6/19  [70255],Diramazione SS 268,CASELLO,1.64
6/19  [70255],Diramazione SS 268,CASELLO,6/9  [70247],Pompei Centro-Scafati,CASELLO,3.0
6/9  [70247],Pompei Centro-Scafati,CASELLO,6/8  [70246],Castellammare di Stabia,CASELLO,2.65
6/8  [70246],Castellammare di Stabia,CASELLO,6/7  [70245],Pompei Scavi,CASELLO,0.63
6/7  [70245],Pompei Scavi,CASELLO,*/27  [70264],Torre Annunziata Sud Boscoreale,CASELLO,0.63
*/27  [70264],Torre Annunziata Sud Boscoreale,CASELLO,6/6  [70244],Torre Annunziata Scavi,CASELLO,1.74
6/6  [70244],Torre Annunziata Scavi,CASELLO,6/15  [70251],Torre Annunziata nord,CASELLO,2.34
6/15  [70251],Torre Annunziata nord,CASELLO,6/5  [70243],Torre del Greco Nord,CASELLO,4.43
6/5  [70243],Torre del Greco Nord,CASELLO,*/51  [70265],Ercolano - Scavi,CASELLO,2.93
*/51  [70265],Ercolano - Scavi,CASELLO,6/4  [70242],Portici Ercolano,CASELLO,1.34
6/4  [70242],Portici Ercolano,CASELLO,*/1284  [70266],Svincolo Portici Sud,CASELLO,0.43
*/1284  [70266],Svincolo Portici Sud,CASELLO,*/2  [70263],San Giorgio a Cremano,CASELLO,1.87
*/2  [70263],San Giorgio a Cremano,CASELLO,*/1399  [70267],San Giorgio-Ponticelli,CASELLO,1.02
*/1399  [70267],San Giorgio-Ponticelli,CASELLO,*/3385  [3914],REPUBBLICHE MARINARE,CASELLO,0.2
*/3385  [3914],REPUBBLICHE MARINARE,CASELLO,6/1  [70241],Napoli sud,CASELLO,0.19
6/1  [70241],Napoli sud,CASELLO,6/17  [70253],Ponticelli,CASELLO,0.11
6/17  [70253],Ponticelli,CASELLO,*/3384  [3913],VIA TAVERNOLA,CASELLO,1.2
*/3384  [3913],VIA TAVERNOLA,CASELLO,*/1142  [70260],Bivio A3/A1 Milano-Napoli,ALLACCIAMENTO,0.3
*/1142  [70260],Bivio A3/A1 Milano-Napoli,ALLACCIAMENTO,*/3383  [3912],VIA GIANTURCO,CASELLO,0.6
*/3383  [3912],VIA GIANTURCO,CASELLO,*/3382  [3911],San Giovanni Uscita,CASELLO,0.0
*/3382  [3911],San Giovanni Uscita,CASELLO,*/1397  [70259],San Giovanni,CASELLO,0.2
*/1397  [70259],San Giovanni,CASELLO,*/1396  [70258],Napoli Via Marina,CASELLO,0.2
*/1396  [70258],Napoli Via Marina,CASELLO,*/1669  [70257],Napoli Porto,CASELLO,0.4
*/1669  [70257],Napoli Porto,CASELLO,*/1395  [70256],Napoli Stazione,CASELLO,1.9
*/1548  [2276],REGGIO CALABRIA,CASELLO,*/1547  [2275],SS 106,CASELLO,0.4
*/1547  [2275],SS 106,CASELLO,*/1546  [2274],REGGIO CALABRIA PORTO,CASELLO,1.5
*/1546  [2274],REGGIO CALABRIA PORTO,CASELLO,*/1545  [2273],REGGIO CALABRIA - GALLICO,CASELLO,4.0
*/1545  [2273],REGGIO CALABRIA - GALLICO,CASELLO,*/1821  [2589],REGGIO C.-CATONA-ARGHILA',CASELLO,0.8
*/1821  [2589],REGGIO C.-CATONA-ARGHILA',CASELLO,*/1544  [2272],CAMPO CALABRO,CASELLO,1.2
*/1544  [2272],CAMPO CALABRO,CASELLO,*/1543  [2271],VILLA SAN GIOVANNI,CASELLO,1.0
*/1543  [2271],VILLA SAN GIOVANNI,CASELLO,*/1542  [2270],S. TRADA,CASELLO,7.0
*/1542  [2270],S. TRADA,CASELLO,*/1541  [2269],SCILLA,CASELLO,4.0
*/1541  [2269],SCILLA,CASELLO,*/1540  [2268],BAGNARA CALABRA,CASELLO,11.0
*/1540  [2268],BAGNARA CALABRA,CASELLO,*/1539  [2267],SANT'ELIA MELICUCCA,CASELLO,4.0
*/1539  [2267],SANT'ELIA MELICUCCA,CASELLO,*/1538  [2266],PALMI,CASELLO,7.0
*/1538  [2266],PALMI,CASELLO,*/1537  [2265],GIOIA TAURO,CASELLO,8.0
*/1537  [2265],GIOIA TAURO,CASELLO,*/1536  [2264],ROSARNO,CASELLO,10.0
*/1536  [2264],ROSARNO,CASELLO,*/1535  [2263],MILETO DINAMI,CASELLO,13.0
*/1535  [2263],MILETO DINAMI,CASELLO,*/1534  [2262],SERRA SAN BRUNO,CASELLO,11.0
*/1534  [2262],SERRA SAN BRUNO,CASELLO,*/1533  [2261],VIBO VALENTIA-SANT'ONOFRIO,CASELLO,11.0
*/1533  [2261],VIBO VALENTIA-SANT'ONOFRIO,CASELLO,*/1532  [2260],PIZZO CALABRO,CASELLO,9.0
*/1532  [2260],PIZZO CALABRO,CASELLO,*/1531  [2259],LAMEZIA TERME,CASELLO,19.0
*/1531  [2259],LAMEZIA TERME,CASELLO,*/1530  [2258],FALERNA,CASELLO,16.0
*/1530  [2258],FALERNA,CASELLO,*/1529  [2257],SAN MANGO D'ACQUINO,CASELLO,10.0
*/1529  [2257],SAN MANGO D'ACQUINO,CASELLO,*/1528  [2256],ALTILIA,CASELLO,8.0
*/1528  [2256],ALTILIA,CASELLO,*/1527  [2255],ROGLIANO-GRIMALDI,CASELLO,13.0
*/1527  [2255],ROGLIANO-GRIMALDI,CASELLO,*/1526  [2254],COSENZA,CASELLO,14.0
*/1526  [2254],COSENZA,CASELLO,*/1525  [2253],RENDE - COSENZA NORD,CASELLO,6.0
*/1525  [2253],RENDE - COSENZA NORD,CASELLO,*/1524  [2252],MONTALTO-UFFUGO,CASELLO,7.0
*/1524  [2252],MONTALTO-UFFUGO,CASELLO,*/1523  [2251],TORANO,CASELLO,11.0
*/1523  [2251],TORANO,CASELLO,*/1522  [2250],TARSIA,CASELLO,10.0
*/1522  [2250],TARSIA,CASELLO,*/1521  [2249],TARSIA NORD,CASELLO,5.0
*/1521  [2249],TARSIA NORD,CASELLO,*/1520  [2248],ALTOMONTE,CASELLO,6.0
*/1520  [2248],ALTOMONTE,CASELLO,*/1519  [2247],SIBARI,CASELLO,6.0
*/1519  [2247],SIBARI,CASELLO,*/1518  [2246],FRASCINETO,CASELLO,14.0
*/1518  [2246],FRASCINETO,CASELLO,*/1517  [2245],MORANO CALABRO,CASELLO,9.0
*/1517  [2245],MORANO CALABRO,CASELLO,*/1516  [2244],CAMPOTENESE,CASELLO,11.0
